text,start,end,sentiment,confidence,speaker
"Interesting, because Christopher Marlowe is another one who is a contemporary and friend of Shakespeare's, and they collaborated and they influenced one another.",2880090,2890186,POSITIVE,0.572257459163665,
"And the details around Marlowe's death are hinky enough to where some people thought, or at least the conspiracy, is that he faked his death because he was going to be executed by the crown and continued to write and then used his friend Billy Shakespeare as a front to continue to get those plays out.",2890368,2915700,NEGATIVE,0.593604445457458,
"I'm not really sure about this, because, I don't know, it's just a little far fetched if you ask.",2917030,2923140,NEGATIVE,0.636894702911377,
If you're.,2923910,2924606,NEUTRAL,0.687473893165588,
"If you're supposing that Marlowe faked his death in order to continue writing, you've now got a conspiracy theory wrapped in a conspiracy theory.",2924638,2933762,NEGATIVE,0.724224984645843,
"Yeah, maybe that's what bothers me.",2933906,2935590,NEGATIVE,0.854602575302124,
"But it's interesting, because Marlowe was a pretty interesting dude in himself, supposedly.",2935660,2939894,POSITIVE,0.940259218215942,
He may have been a secret agent for the crown.,2939942,2943050,NEUTRAL,0.847786486148834,
He was an atheist.,2943790,2945078,NEGATIVE,0.623243272304534,
He was his own playwright.,2945174,2947638,NEUTRAL,0.835856735706329,
"People loved him as a playwright at the time, but he was no Shakespeare, literally.",2947734,2954042,NEUTRAL,0.516207516193389,
"He's probably the flimsiest person you could attribute Shakespeare's writings to, because Marlowe was gloomy and super atheist, and his plays just didn't have that same kind of humanism and funniness that Shakespeare's plays had.",2954186,2972530,NEGATIVE,0.779121994972229,
"And also, why wouldn't Marlowe just write these plays under his own name?",2972600,2975954,NEUTRAL,0.659598469734191,
He had no reason to write these plays under different names.,2975992,2978754,NEGATIVE,0.624593019485473,
"Yeah, agreed.",2978882,2980150,POSITIVE,0.553599596023559,
"There have been people that put forth the idea that there were several different women that might have been the real authors, because women were not allowed to write plays at the time.",2980810,2991980,NEUTRAL,0.696914494037628,
"80% of the plays written during this time were anonymous, and no author was listed.",2992430,2998246,NEUTRAL,0.880891680717468,
"And a lot of people said, hey, a lot of these were written by women, and they just couldn't put their name on it.",2998278,3003440,NEUTRAL,0.486118406057357,
Many of Shakespeare's plays and ideas are very progressive.,3004050,3007390,POSITIVE,0.906433641910553,
"It's kind of a. I don't know about flimsy, but it kind of demeans Shakespeare a bit to say that, well, it had to be a woman because they were so progressive about women.",3010370,3022050,NEUTRAL,0.517818033695221,
"Like, taking a stand, when, in fact, Shakespeare seemingly very much thought that way himself.",3022120,3027874,NEUTRAL,0.803265511989593,
Right?,3028002,3028294,NEUTRAL,0.736009001731872,
"Like, how could a man write women like this?",3028332,3030502,NEGATIVE,0.831358611583709,
Come on.,3030556,3031302,NEUTRAL,0.575786113739013,
Yeah.,3031436,3032166,NEUTRAL,0.549144744873046,
There's a woman named Mary Sidman Herbert who has a whole foundation that's trying to prove that she wrote kind of the worst of the Internet happened about seven years ago.,3032348,3043162,NEUTRAL,0.514718949794769,
"When you get these memes that are just full of false stuff, and then everyone starts spreading them around.",3043216,3050426,NEGATIVE,0.896432280540466,
"Oh, yeah, there was a meme in 2015.",3050528,3052954,NEUTRAL,0.716057658195495,
"It went all over social media that just had the picture of this black woman and said, this is Amelia Basano.",3053072,3059466,NEUTRAL,0.807893991470336,
She really wrote Shakespeare stuff.,3059658,3061822,NEUTRAL,0.635565817356109,
She was not allowed to be a published author because she was a black woman at a time where she was suppressed and all this stuff.,3061956,3069220,NEGATIVE,0.816886305809021,
None of this stuff was true.,3070310,3072114,NEGATIVE,0.782548248767852,
"First of all, she was maybe moroccan.",3072232,3075134,NEUTRAL,0.808959066867828,
She was definitely not of african descent.,3075182,3077438,NEGATIVE,0.711052358150482,
"Oh, I thought she was venetian.",3077534,3079826,NEUTRAL,0.504008293151855,
"No, I saw that she was moroccan and had some italian in her.",3080018,3083366,NEUTRAL,0.791262626647949,
"So that makes a little sense, but.",3083388,3085254,NEUTRAL,0.706062912940979,
Got you.,3085292,3085750,POSITIVE,0.481023758649826,
She was definitely not of african descent.,3085820,3087830,NEGATIVE,0.711052358150482,
She was a published author.,3088970,3090614,NEUTRAL,0.808059513568878,
So the whole notion that she wasn't allowed to publish things wasn't right.,3090662,3094362,NEGATIVE,0.78575187921524,
"She was kind of a well known poet, I think, at the time.",3094416,3098666,NEUTRAL,0.748948037624359,
"So this kind of thing gets passed along the Internet, and then half the people that see it just say, oh, well, look at that.",3098848,3104558,NEUTRAL,0.504076957702636,
Shakespeare was all written by this lady back then.,3104644,3108366,NEUTRAL,0.788682758808136,
Problem solved.,3108468,3109466,POSITIVE,0.671643257141113,
"Yeah, problem solved.",3109578,3110458,POSITIVE,0.779753744602203,
And that's just not how it works.,3110474,3112126,NEGATIVE,0.922092258930206,
"One of the other things I saw that, and I think the people who are like Shakespeare was a woman are like, well, okay, if we're starting to question Shakespeare's authorship, we can't ignore this whole group of people who had every reason to hide their identity as authors of these plays because they were women and they weren't do this kind of stuff.",3112228,3131320,NEGATIVE,0.609713792800903,
"So there was a critic who in 1593, wrote of a.",3131690,3136662,NEUTRAL,0.896272599697113,
Who praised a gentle woman who was writing some amazing plays and sonnets.,3136796,3141814,POSITIVE,0.934656679630279,
"And this was the year after Shakespeare pops back up after his lost years and when he was starting to write, but that the critics said he didn't want to reveal who it was because he didn't want to basically get her in trouble.",3141942,3154538,NEUTRAL,0.615691661834716,
"So that's what some other people kind of look at and say, see, Shakespeare was a mean.",3154634,3159886,NEUTRAL,0.495147109031677,
I think.,3159908,3160414,NEUTRAL,0.688849091529846,
"I think this theory makes a lot more sense than a lot of the know, just by the sheer fact that women would not have been allowed to.",3160532,3168674,NEUTRAL,0.627524971961975,
"So maybe Shakespeare was progressive and decided to be a front for these great works, but it reveals a point about being anti Shakespeare.",3168712,3180562,NEUTRAL,0.565779983997345,
Anti.,3180626,3180994,NEUTRAL,0.457202762365341,
I guess Stratford person is.,3181042,3183480,NEUTRAL,0.799870908260345,
Part of it is you have to explain why somebody would want to fake authorship or would want to hide behind Shakespeare's name.,3184810,3191786,NEGATIVE,0.630668699741363,
Yeah.,3191888,3192154,NEUTRAL,0.549144744873046,
What do you call that?,3192192,3193260,NEUTRAL,0.760477125644683,
A motive?,3194110,3195210,NEUTRAL,0.713903903961181,
Yeah.,3195870,3196474,NEUTRAL,0.549144744873046,
"You got means, motive, and opportunity.",3196592,3199274,NEUTRAL,0.707400262355804,
"You put those three together, you got your shakespeare.",3199392,3202010,NEUTRAL,0.787661254405975,
"Well, that's what I mean about the.",3202430,3204662,NEUTRAL,0.791277110576629,
Maybe women wrote them.,3204736,3205726,NEUTRAL,0.627196431159973,
"I mean, there was definite motive there.",3205748,3207182,NEUTRAL,0.824072837829589,
"Right, exactly.",3207236,3208160,NEUTRAL,0.624988973140716,
So there was one other thing that happened.,3208930,3210926,NEUTRAL,0.797471225261688,
"I mean, a lot of stuff happened over the course of this hundred, almost 200 years now of questioning Shakespeare's authorship.",3211028,3217998,NEUTRAL,0.642738997936248,
"Back in 1987, an Oxfordian, Charlton Ogburn, got at least three sitting Supreme Court justices, John Paul Stevens, William Brennan, and Harry Blackman, to hold a mock trial to determine if Shakespeare actually was the author of Shakespeare's plays.",3218094,3237154,NEUTRAL,0.861859679222106,
And they did.,3237282,3237954,NEUTRAL,0.58840399980545,
On C SPAn.,3238012,3239014,NEUTRAL,0.755448758602142,
"They held, like, a trial and heard the evidence, and Shakespeare had his own attorney arguing for him.",3239142,3244522,NEUTRAL,0.831114888191223,
"And it was pretty interesting, but it went two to one, I think in favor of Shakespeare from Stratford as the author.",3244576,3254570,POSITIVE,0.950621008872985,
"But they did, like, real research and stuff.",3254650,3256702,NEUTRAL,0.71574580669403,
It wasn't just like stunt.,3256836,3260266,NEUTRAL,0.691550910472869,
No.,3260378,3260846,NEUTRAL,0.493618667125701,
"So the Supreme Court justices were kind of taking it tongue in cheek, but I got the impression that Charlton Ogburn was like, yes, finally going to prove it definitively one way or another.",3260948,3271122,NEUTRAL,0.786176800727844,
And it didn't even fall in his favor.,3271176,3273380,NEGATIVE,0.684426188468933,
Interesting.,3273750,3274498,POSITIVE,0.77927827835083,
"Yeah, it is interesting what people did in the span.",3274664,3278310,POSITIVE,0.737311065196991,
I got a few more little things here from that Atlantic article that point to his authorship as being genuine.,3279850,3287750,NEUTRAL,0.571096003055572,
"One is that he had a narrative poem called Venus and Adonis that was a very popular poem at the time that was put in print, and it was printed by a gentleman named Richard Field, who apparently went to school with him at Stratford.",3288090,3302518,NEUTRAL,0.669410109519958,
So that's a pretty good little hint he was written about at the time.,3302694,3308254,POSITIVE,0.892879068851471,
"So it's not like he was never known until his death, and then all of a sudden became super popular.",3308292,3313870,NEUTRAL,0.63773101568222,
He died a rich man and was written about by literary critics at the time and entertainment and play critics.,3314230,3323902,NEUTRAL,0.643759131431579,
"So there were contemporaneous criticisms of his writing while he was still living, which is a pretty big clue that he probably wrote this stuff, although it is not proof.",3324046,3335666,NEUTRAL,0.587928533554077,
"No, because those people could be.",3335778,3337990,NEUTRAL,0.504519402980804,
They went and saw a play by Shakespeare.,3338140,3340206,NEUTRAL,0.687918305397033,
That doesn't mean that they met Shakespeare and talked to Shakespeare about the authorship of the play and leaned over his shoulder while he wrote it.,3340258,3346922,NEUTRAL,0.800442457199096,
Right.,3346976,3347482,NEUTRAL,0.566474616527557,
Proof.,3347616,3348490,NEUTRAL,0.67706024646759,
"The other last thing that I saw in that Atlantic article, this is the one, or actually, this was the golden bullet from that video.",3349470,3357022,NEUTRAL,0.872542798519134,
"Oh, was it?",3357076,3357614,NEUTRAL,0.781943142414093,
"Okay, good.",3357652,3358462,POSITIVE,0.729519426822662,
"Was Shakespeare was apparently concerned that his dad's reputation sort of, and the family's reputation suffered later in life because of financial problems that his dad had.",3358596,3369922,NEGATIVE,0.613781034946441,
"And he really wanted to kind of restore their name and get a coat of arms made, which is, you could be a true gentleman if you had a coat of arms.",3370056,3379374,NEUTRAL,0.52904987335205,
And apparently it's a really long process.,3379502,3381190,NEGATIVE,0.628196060657501,
They don't just hand them out to anybody.,3381260,3382550,NEUTRAL,0.688881397247314,
You got to have a certain level of achievement to get a coat of arms.,3382620,3386386,NEUTRAL,0.788444280624389,
"So he went through this big, long process and had, he went all Barry Linden on there.",3386578,3391770,NEUTRAL,0.845918655395507,
"Oh, man, what a movie.",3391920,3393370,POSITIVE,0.772204518318176,
"He had a couple of different men in the Herald's office who defended Shakespeare's right to have a coat of arms because other people were saying, who is this guy?",3394110,3402922,NEUTRAL,0.806954562664032,
"Even, like, he came from, not much, and he shouldn't have a coat of arms.",3402976,3406442,NEGATIVE,0.639637053012847,
"And one of the guys who defended him was a man named William Camden, who this guy in the video referred to as one of the most learned men in all of England.",3406586,3415726,NEUTRAL,0.636296153068542,
"Oh, wow.",3415838,3416738,POSITIVE,0.758330225944519,
He was actually Ben Johnson's schoolmaster and apparently just knew everything happening on the literary scene inside and out.,3416904,3425170,NEUTRAL,0.771202743053436,
"And in one of his books, it was called the remains of a greater history.",3425320,3430470,NEUTRAL,0.793820977210998,
"He talks about all the great writers of the time, and he lists William Shakespeare of Avon in that book.",3430540,3437782,NEUTRAL,0.57710063457489,
"So he said, that's the golden bullet.",3437836,3440650,NEUTRAL,0.801921308040618,
"Again, if it's just a front, it's still no real proof of authorship.",3441950,3445930,NEUTRAL,0.513639092445373,
"No, it's not.",3446590,3447306,NEUTRAL,0.5608491897583,
"I mean, like, this guy could just be playing along, lending, or didn't know weight.",3447328,3451994,NEGATIVE,0.624413847923278,
"Yeah, that's another one, too.",3452042,3453518,NEUTRAL,0.747298717498779,
That's the thing.,3453604,3454414,NEUTRAL,0.589737653732299,
"The anti Stratfordians have caused the pro Stratfordians to actually defend their position, and in doing so, it's kind of revealed that both of them are kind of on shaky ground.",3454532,3468254,NEGATIVE,0.673553168773651,
It's almost just a matter of belief.,3468382,3470126,NEUTRAL,0.730752408504486,
"Do you want to believe that one man was that brilliant and that talented and gifted, or can you just not believe that it just doesn't make any sense to you?",3470158,3480006,NEGATIVE,0.464035630226135,
So it was a cabal of noble people who were trying to advance political reform and hiding behind William Shakespeare and paying him off with maybe family crests and money and fame to let them use his name as the playwright.,3480028,3497190,NEUTRAL,0.647786438465118,
"Yeah, they also say, like, where he was from, there was some regional slang that was very specific to where he was from that was used.",3497350,3504800,NEUTRAL,0.871176600456237,
There was in taming of the shrew.,3505650,3507550,NEUTRAL,0.888826191425323,
"He mentions these latin phrases that are in specifically from a latin book that apparently was known to have been used at his school, at his grammar school in Stratford.",3507970,3519658,NEUTRAL,0.866816163063049,
"So again, there's all these little hints and clues.",3519834,3522670,NEUTRAL,0.76628440618515,
All of it kind of gave me a headache week.,3523490,3525560,NEGATIVE,0.94222354888916,
Right.,3526090,3526646,NEUTRAL,0.566474616527557,
"And I was like, can we just love these plays?",3526748,3529234,POSITIVE,0.882043182849884,
Right?,3529362,3529702,NEUTRAL,0.736009001731872,
Exactly right.,3529756,3531542,NEUTRAL,0.554363548755645,
That's the ultimate point.,3531596,3533030,NEUTRAL,0.521571636199951,
Let's just love the plays.,3533100,3534790,POSITIVE,0.798194110393524,
"People get serious about this, though.",3535290,3537318,NEUTRAL,0.767998933792114,
"Yeah, they definitely do.",3537484,3539014,NEUTRAL,0.58516639471054,
"I mean, it's pretty interesting, and, I mean, I get it kind of fun to watch from the outside, too.",3539052,3542986,POSITIVE,0.980854392051696,
Yeah.,3543088,3543740,NEUTRAL,0.549144744873046,
You got anything else?,3544270,3545658,NEUTRAL,0.722804486751556,
No.,3545824,3546346,NEUTRAL,0.493618667125701,
"We could go on all day, but totally, we'd never get anywhere.",3546448,3549670,NEGATIVE,0.802547752857208,
"There's like ten things I'm leaving on the table, so we just got to keep moving on.",3549750,3553146,NEUTRAL,0.72379332780838,
Right.,3553168,3553462,NEUTRAL,0.566474616527557,
"All right, let's keep on keeping on.",3553536,3555214,POSITIVE,0.637132465839386,
"Chuck, if you want to know more about shakespearean authorship, there is a giant, gaping rabbit hole.",3555252,3561194,NEGATIVE,0.47946497797966,
You can jump down on the Internet and say Cyanara to all of your other pursuits.,3561242,3566638,NEUTRAL,0.809630751609802,
"And since I said Cyanara, it's time for listener mail.",3566734,3570050,NEUTRAL,0.874451518058776,
I'm going to call.,3571910,3572674,NEUTRAL,0.746944367885589,
This just came in over the wire.,3572712,3574094,NEUTRAL,0.77263605594635,
"I thought it was kind of funny from our friend Steven in Kagoshima, Japan about eating squid.",3574142,3583186,POSITIVE,0.904879570007324,
"Says, love the show fellas.",3583378,3585090,POSITIVE,0.960884153842926,
Reason not to be so touchy though about eating squid.,3585250,3589062,NEUTRAL,0.530036926269531,
They are child murdering sea vermin.,3589206,3592170,NEGATIVE,0.976019203662872,
He said.,3592990,3593434,NEUTRAL,0.636905193328857,
"The reason squid die after they mate is a survival adaptation because if not, they would eat the eggs and newly hatched squid from themselves and other squid in the spawning areas.",3593472,3606270,NEGATIVE,0.671733617782592,
"Squiddly diddly is an infanticidal maniac and should be cooked and eaten, albeit sustainably, of course.",3607010,3616740,NEGATIVE,0.944214046001434,
So that's the argument is that these squids deserve to be eaten because they would be eating themselves if not for this adaptation.,3617750,3625310,NEGATIVE,0.873899102210998,
"So he also says, tell Josh not to eat uncooked squid.",3625390,3629218,NEUTRAL,0.615173876285553,
That is not great.,3629394,3630614,NEGATIVE,0.959239184856414,
"All right, and kind regards from Steven in Kagoshima, Japan, a squid haven and a squid inc.",3630732,3637542,POSITIVE,0.60186767578125,
Pasta destination.,3637596,3639122,NEUTRAL,0.764940798282623,
"Steven, that was a really great eye opening email.",3639266,3642794,POSITIVE,0.977581799030304,
I may have seen the light.,3642912,3644202,POSITIVE,0.518600344657898,
I'm not sure yet.,3644256,3644986,NEUTRAL,0.745775043964386,
I'll have to get back to you.,3645008,3646666,NEUTRAL,0.773513853549957,
Okay?,3646848,3647580,NEUTRAL,0.712386071681976,
Okay.,3648350,3649100,NEUTRAL,0.584351658821106,
"Thank you for responding to that, Steven.",3650430,3652438,POSITIVE,0.89178055524826,
Sure.,3652534,3652986,NEUTRAL,0.475346893072128,
"If you want to be like Steven and get in touch with us and send us a potentially eye opening email, you can do that.",3653088,3659950,NEUTRAL,0.53676950931549,
Send it off to stuffpodcast iheartradio.com.,3660020,3663440,NEUTRAL,0.779079020023346,
Stuff you should know is a production of iHeartradio.,3666310,3669006,NEUTRAL,0.836280226707458,
"For more podcasts my heart radio, visit the iHeartRadio app, Apple Podcasts, or wherever you listen to your favorite shows.",3669118,3675720,POSITIVE,0.869112491607666,
"You know, in today's world, it seems the best treatment is reserved only for a few.",3682150,3687026,NEUTRAL,0.497757464647293,
"Well, discover wants to change that by making everyone feel special.",3687128,3691074,POSITIVE,0.635287582874298,
"That's why with your discover card, you'll have access to customer service as well as zero dollar fraud liability, which means you're never held responsible for unauthorized purchases.",3691192,3701874,NEUTRAL,0.472422838211059,
"Finally, no matter who you are or where you are in life, you'll feel special with Discover.",3702002,3707126,POSITIVE,0.920220851898193,
Learn more@discover.com slash credit card limitations apply discover a career that matters at the US Department of Veterans affairs.,3707238,3715158,NEUTRAL,0.675769627094268,
Be part of an innovative team delivering world class healthcare and benefits to America's veterans.,3715254,3720554,POSITIVE,0.901457250118255,
"Enjoy robust benefits, work life balance, and career development opportunities.",3720682,3725322,POSITIVE,0.959872603416442,
Join a diverse and inclusive community that values your unique background and skills.,3725466,3730142,POSITIVE,0.861837565898895,
A community where nearly one in three of your colleagues are veterans themselves.,3730206,3734178,NEUTRAL,0.7293022274971,
Apply now at Vacareers va Gov.,3734344,3738078,NEUTRAL,0.884413421154022,
"Hey there, everybody.",3738254,3739218,NEUTRAL,0.626568794250488,
Here's some bonus stuff you should know.,3739304,3741310,POSITIVE,0.609003901481628,
This time it's about traveling to Orlando for business.,3741400,3744166,NEUTRAL,0.854359567165374,
Orlando has tons of places to host your conferences and meetings.,3744268,3747650,POSITIVE,0.735253036022186,
"Dr. Michael Edwards, CEO of ocean insight, said it best.",3747730,3751078,POSITIVE,0.911473512649536,
Orlando is as much a business capital as an entertainment one.,3751164,3754514,NEUTRAL,0.788343667984008,
"And when the day is done, you can kick off each evening at one of 46 Michelin rated restaurants.",3754572,3760950,POSITIVE,0.718993365764617,
What's not to love?,3761030,3762058,NEUTRAL,0.451059311628341,
"So check out Orlando, where the possibilities for business travel are unbelievably real.",3762144,3768062,POSITIVE,0.953704118728637,
"Learn more@orlandoforbusiness.com Discover FX's Showgun, the official podcast available now.",3768196,3776094,NEUTRAL,0.50850635766983,
Every legend begins with a story.,3776212,3778174,NEUTRAL,0.738629519939422,
"Listen and explore, episode by episode, the story of war, passion and power set in feudal Japan.",3778292,3784638,NEUTRAL,0.831931293010711,
"Join host Emily Yoshida each week with the creators, cast and crew in this exclusive companion podcast.",3784734,3790830,NEUTRAL,0.72995501756668,
"They dive deep into the twists and turns of the plot, go behind the scenes and explore the real life history that informed the limited series.",3790910,3797854,NEUTRAL,0.837478101253509,
"Based on James Clavell's best selling novel, Search FX's so gun.",3797902,3802134,POSITIVE,0.497263938188552,
Wherever you listen to podcasts.,3802182,3803750,NEUTRAL,0.734790384769439,
